,,,,,,,,,
0,SansAnimation,,,,,,,,
,,,,,,,,,
,,,,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.06666,BlackScreen,0,,,,,,,
0,Sound,Flash,,,,,,,
0,CombatZoneResizeInstant,239,226,404,391,,,,
0,HeartTeleport,320,304,,,,,,
0,HeartMode,0,,,,,,,
0,SansBody,HandDown,,,,,,,
0,SansHead,BlueEye,,,,,,,
0,Sound,GasterBlaster,1.4,,,,,,
0.2,SansSlam,1,,,,,,,
0,BoneStab,1,30,0.3,0.4,,,,
0,BoneStab,0,20,0.3,4,,,,
0,BoneStab,2,20,0.3,4,,,,
0,BoneStab,3,80,0.3,0.4,,,,
0,GasterBlaster,1,320,0,320,160,90,0,0.4

0.5,SansHead,noeyes,,,,,,,
0.2,GasterBlaster,1,320,0,280,160,90,0.1,0.4
0,GasterBlaster,1,320,0,360,160,90,0.1,0.4
0.3,sound,ding,,,,,,,
1,HeartMode,0,,,,,,,
0,BONEH2,235,401,165,3,85,0,,666
0,BONEH2,235,416,165,3,85,0,,666
0,BONEH2,235,431,165,3,85,0,,666

0.3,BONEV,235,231,165,0,180,2,,
0,BONEV,409,231,165,2,180,2,,
0.3,BONEV,235,231,165,0,180,2,,
0,BONEV,409,231,165,2,180,2,,
0.5,BONEV,235,231,165,0,180,1,,
0,BONEV,409,231,165,2,180,1,,
0.6,BH2VALUE,666,1,-100,1,,,,
0,SansBody,HandUP,,,,,,,
0.2,SansSlam,3,,,,,,,
0.4,SineBones2,25,24,340,35,25,0,,
0.4,SansAnimation,,,,,,,,

0.3,GasterBlaster,1,0,0,189,246,0,1,0.26666
0,GasterBlaster,1,0,0,259,166,90,1,0.26666
0,GasterBlaster,1,640,480,449,366,180,1,0.26666
0,GasterBlaster,1,640,480,379,446,270,1,0.26666
0.4,GasterBlaster,1,0,0,189,246,0,2.1,0.26666
0,GasterBlaster,1,0,0,259,166,90,2.1,0.26666
0,GasterBlaster,1,640,480,449,366,180,2.1,0.26666
0,GasterBlaster,1,640,480,379,446,270,2.1,0.26666
1.2,GasterBlaster,1,0,240,191,306,0,0.3,0.26666
0,GasterBlaster,1,320,480,321,166,90,0.3,0.26666
0,GasterBlaster,1,640,0,449,306,180,0.3,0.26666
0,GasterBlaster,1,320,480,321,446,270,0.3,0.26666
2.2,SansBody,HandDOWN,,,,,,,
0,SansSlam,1,,,,,,,
0.2,HeartMode,0,,,,,,,
0,GasterBlaster,2,0,240,139,306,0,0.8,0.5
0,GasterBlaster,2,640,240,499,306,180,0.8,0.5
0,GasterBlaster,2,0,0,189,176,45,0.8,0.5
0,GasterBlaster,2,640,480,449,436,225,0.8,0.5
0,SansTorso,Default,,,,,,,
0.8,CombatZoneResize,239,206,404,341,,,,
0,CombatZoneSpeed,360,,,,,,,
2,SansHead,Default,,,,,,,
0,0.5,,,,,,,,
,,0,EndAttack,,,,,,
,,0,123,,,,,,
